TheTime,HNET_CBH_HMP60_Flag,HNET_CBH_HMP60_Temp_C,HNET_CBH_HMP60_RH_pct,HNET_CBH_RMY_Flag,HNET_CBH_RMY_WD_deg,HNET_CBH_RMY_WS_ms
43186.10251306,1.000000,22.98828,82.51953,1.000000,171.7000,3.640000
43186.10262897,1.000000,23.47656,82.51953,1.000000,146.2000,8.800000
43186.10274489,1.000000,22.98828,82.51953,1.000000,140.7000,8.740000
43186.10286081,1.000000,22.98828,82.51953,1.000000,135.5000,7.560000
43186.10297672,1.000000,22.98828,82.03125,1.000000,162.0000,7.180000
43186.10309282,1.000000,23.47656,82.51953,1.000000,153.9000,7.500000
43186.10320874,1.000000,23.47656,82.51953,1.000000,145.5000,6.560000
43186.10332465,1.000000,23.47656,82.03125,1.000000,160.4000,8.610000
43186.10344057,1.000000,22.98828,82.03125,1.000000,161.1000,9.100000
43186.10355649,1.000000,22.98828,82.03125,1.000000,169.2000,7.300000
43186.10367240,1.000000,22.98828,82.51953,1.000000,157.5000,7.460000
43186.10378832,1.000000,23.47656,82.51953,1.000000,128.6000,7.290000
43186.10390424,1.000000,22.98828,82.51953,1.000000,153.3000,5.780000
43186.10402015,1.000000,23.47656,82.03125,1.000000,165.4000,4.510000
43186.10413607,1.000000,23.47656,82.03125,1.000000,127.6000,7.880000
43186.10425199,1.000000,22.98828,82.03125,1.000000,163.5000,5.810000
43186.10436790,1.000000,23.47656,82.03125,1.000000,165.2000,6.760000
43186.10448382,1.000000,22.98828,82.03125,1.000000,164.3000,10.60000
43186.10459974,1.000000,22.98828,82.03125,1.000000,183.2000,8.170000
43186.10471565,1.000000,22.98828,82.03125,1.000000,155.7000,6.690000
43186.10483157,1.000000,23.47656,82.03125,1.000000,163.6000,9.940000
43186.10494749,1.000000,22.98828,82.03125,1.000000,144.6000,9.110000
43186.10506340,1.000000,22.98828,82.03125,1.000000,145.3000,6.900000
43186.10517932,1.000000,22.98828,82.03125,1.000000,162.8000,9.450000
43186.10529524,1.000000,22.98828,82.51953,1.000000,134.9000,7.730000
43186.10541115,1.000000,22.98828,82.51953,1.000000,157.9000,6.160000
43186.10552707,1.000000,22.98828,82.51953,1.000000,146.0000,7.630000
43186.10564299,1.000000,22.98828,82.51953,1.000000,152.0000,8.280000
43186.10575890,1.000000,22.98828,82.03125,1.000000,162.6000,5.180000
43186.10587461,1.000000,22.98828,82.03125,1.000000,173.0000,7.290000
43186.10599053,1.000000,22.98828,83.00781,1.000000,157.2000,7.240000
43186.10610644,1.000000,22.98828,82.51953,1.000000,129.2000,4.590000
43186.10622236,1.000000,23.47656,82.51953,1.000000,148.8000,6.450000
43186.10633828,1.000000,22.98828,82.51953,1.000000,152.3000,4.960000
43186.10645419,1.000000,23.47656,82.51953,1.000000,152.5000,6.500000
43186.10657011,1.000000,22.98828,82.51953,1.000000,148.3000,7.100000
43186.10668603,1.000000,22.98828,82.51953,1.000000,153.7000,7.870000
43186.10680194,1.000000,22.98828,82.51953,1.000000,175.0000,7.780000
43186.10691786,1.000000,22.98828,83.00781,1.000000,149.3000,5.340000
43186.10703378,1.000000,22.50000,82.51953,1.000000,159.3000,4.760000
43186.10714969,1.000000,22.98828,82.51953,1.000000,165.5000,4.590000
43186.10726561,1.000000,23.47656,82.51953,1.000000,154.2000,4.050000
43186.10738153,1.000000,22.98828,82.03125,1.000000,184.8000,5.240000
43186.10749744,1.000000,23.47656,82.03125,1.000000,134.7000,3.520000
43186.10761336,1.000000,22.50000,83.00781,1.000000,136.8000,4.650000
43186.10772928,1.000000,23.47656,83.00781,1.000000,148.9000,4.340000
43186.10784519,1.000000,23.47656,82.03125,1.000000,158.7000,3.390000
43186.10796111,1.000000,22.98828,82.51953,1.000000,165.5000,8.070000
43186.10807703,1.000000,22.98828,83.00781,1.000000,179.5000,5.660000
43186.10819294,1.000000,23.47656,82.51953,1.000000,157.8000,4.990000
43186.10830886,1.000000,22.98828,82.51953,1.000000,137.1000,5.620000
43186.10842478,1.000000,23.47656,83.00781,1.000000,158.1000,2.360000
43186.10854069,1.000000,23.47656,83.00781,1.000000,167.5000,4.670000
43186.10865661,1.000000,22.98828,82.51953,1.000000,138.6000,4.480000
43186.10877253,1.000000,22.98828,82.51953,1.000000,135.1000,4.030000
43186.10888844,1.000000,22.98828,82.51953,1.000000,144.5000,6.210000
43186.10900436,1.000000,23.47656,82.03125,1.000000,149.8000,5.380000
43186.10912046,1.000000,22.98828,82.51953,1.000000,145.5000,9.220000
43186.10923638,1.000000,22.98828,82.51953,1.000000,131.6000,8.150000
43186.10935229,1.000000,23.47656,83.49609,1.000000,157.3000,5.930000
43186.10946821,1.000000,23.47656,82.51953,1.000000,172.5000,4.950000
43186.10958413,1.000000,23.47656,82.51953,1.000000,173.5000,2.910000
43186.10970004,1.000000,22.98828,83.00781,1.000000,188.0000,4.930000
43186.10981596,1.000000,22.98828,82.51953,1.000000,157.9000,4.570000
43186.10993188,1.000000,22.98828,82.51953,1.000000,149.5000,6.410000
43186.11004779,1.000000,22.98828,82.51953,1.000000,143.9000,5.880000
43186.11016371,1.000000,22.98828,82.51953,1.000000,123.3000,5.500000
43186.11027963,1.000000,22.98828,83.00781,1.000000,127.1000,6.380000
43186.11039554,1.000000,22.98828,82.51953,1.000000,127.9000,8.840000
43186.11051146,1.000000,23.47656,82.51953,1.000000,142.0000,7.040000
43186.11062738,1.000000,23.47656,82.03125,1.000000,165.6000,9.520000
43186.11074329,1.000000,23.47656,82.51953,1.000000,152.5000,7.860000
43186.11085921,1.000000,22.98828,82.03125,1.000000,132.9000,6.790000
43186.11097531,1.000000,23.47656,82.03125,1.000000,150.1000,10.01000
43186.11109122,1.000000,22.98828,82.51953,1.000000,154.5000,9.280000
43186.11120714,1.000000,23.47656,82.51953,1.000000,150.0000,7.180000
43186.11132306,1.000000,22.98828,82.51953,1.000000,143.8000,9.350000
43186.11143897,1.000000,22.98828,82.03125,1.000000,160.1000,7.770000
43186.11155489,1.000000,22.98828,82.51953,1.000000,146.4000,7.810000
43186.11167081,1.000000,22.98828,82.03125,1.000000,152.5000,6.840000
43186.11178672,1.000000,22.98828,82.51953,1.000000,148.2000,5.890000
43186.11190264,1.000000,23.47656,82.03125,1.000000,167.9000,7.480000
43186.11201856,1.000000,22.98828,82.03125,1.000000,159.9000,7.480000
43186.11213447,1.000000,22.98828,82.03125,1.000000,136.4000,8.410000
43186.11225039,1.000000,23.47656,82.51953,1.000000,154.7000,9.570000
43186.11236631,1.000000,22.98828,82.03125,1.000000,172.3000,9.400000
43186.11248222,1.000000,23.47656,82.51953,1.000000,157.8000,11.55000
43186.11259814,1.000000,22.98828,82.03125,1.000000,135.3000,6.200000
43186.11271406,1.000000,23.47656,82.51953,1.000000,145.9000,10.09000
43186.11282997,1.000000,22.98828,82.51953,1.000000,140.2000,10.54000
43186.11294607,1.000000,23.47656,82.03125,1.000000,164.0000,5.260000
43186.11306199,1.000000,23.96484,82.03125,1.000000,163.8000,6.480000
43186.11317790,1.000000,22.98828,82.51953,1.000000,135.4000,4.680000
43186.11329382,1.000000,23.47656,83.00781,1.000000,155.6000,6.500000
43186.11340974,1.000000,23.47656,82.03125,1.000000,159.4000,5.790000
43186.11352565,1.000000,22.98828,82.51953,1.000000,171.3000,2.390000
43186.11364157,1.000000,22.98828,83.00781,1.000000,157.8000,4.990000
43186.11375749,1.000000,22.98828,82.51953,1.000000,125.8000,8.770000
43186.11387340,1.000000,22.98828,82.51953,1.000000,153.6000,9.250000
43186.11398932,1.000000,23.47656,82.51953,1.000000,150.4000,9.920000
43186.11410524,1.000000,22.98828,83.00781,1.000000,168.9000,8.680000
43186.11422115,1.000000,23.47656,82.51953,1.000000,133.6000,11.41000
43186.11433725,1.000000,22.98828,83.00781,1.000000,169.0000,8.390000
43186.11445317,1.000000,22.98828,83.00781,1.000000,159.9000,5.180000
43186.11456908,1.000000,23.47656,82.51953,1.000000,154.9000,7.410000
43186.11468500,1.000000,23.47656,82.03125,1.000000,108.6000,1.840000
43186.11480110,1.000000,22.98828,82.51953,1.000000,134.5000,7.610000
43186.11491701,1.000000,22.98828,82.51953,1.000000,145.5000,8.440000
43186.11503293,1.000000,23.47656,82.03125,1.000000,169.4000,8.050000
43186.11514885,1.000000,22.98828,82.03125,1.000000,133.0000,8.470000
43186.11526476,1.000000,22.98828,82.03125,1.000000,142.5000,9.020000
43186.11538068,1.000000,22.98828,82.51953,1.000000,144.2000,8.420000
43186.11549660,1.000000,23.47656,82.51953,1.000000,149.7000,8.950000
43186.11561251,1.000000,22.98828,82.03125,1.000000,142.4000,5.200000
43186.11572843,1.000000,22.98828,82.51953,1.000000,176.0000,7.500000
43186.11584453,1.000000,23.47656,82.51953,1.000000,166.6000,5.660000
43186.11596044,1.000000,22.98828,82.51953,1.000000,121.3000,4.450000
43186.11607654,1.000000,23.47656,82.51953,1.000000,112.7000,4.700000
43186.11619246,1.000000,23.47656,82.51953,1.000000,151.7000,4.190000
43186.11630838,1.000000,22.98828,82.03125,1.000000,155.0000,8.480000
43186.11642415,1.000000,22.98828,82.51953,1.000000,182.1000,7.170000
43186.11654006,1.000000,23.47656,83.00781,1.000000,137.9000,6.720000
43186.11665598,1.000000,22.98828,82.03125,1.000000,155.2000,4.010000
43186.11677190,1.000000,22.98828,82.51953,1.000000,140.8000,4.390000
43186.11688781,1.000000,22.98828,82.51953,1.000000,129.0000,4.710000
43186.11700373,1.000000,23.47656,82.51953,1.000000,161.2000,5.280000
43186.11711965,1.000000,22.98828,82.51953,1.000000,134.9000,5.420000
43186.11723556,1.000000,23.47656,82.51953,1.000000,162.5000,4.670000
43186.11735148,1.000000,22.98828,82.51953,1.000000,127.0000,6.980000
43186.11746740,1.000000,22.98828,82.51953,1.000000,145.5000,2.880000
43186.11758331,1.000000,22.98828,82.51953,1.000000,153.1000,6.860000
43186.11769923,1.000000,23.47656,82.51953,1.000000,184.0000,8.270000
43186.11781515,1.000000,22.98828,82.03125,1.000000,161.3000,8.730000
43186.11793106,1.000000,23.47656,83.00781,1.000000,148.0000,8.350000
43186.11804698,1.000000,23.47656,82.51953,1.000000,141.7000,7.220000
43186.11816290,1.000000,22.98828,83.00781,1.000000,164.3000,5.390000
43186.11827881,1.000000,22.98828,83.00781,1.000000,152.9000,3.820000
43186.11839473,1.000000,23.47656,82.51953,1.000000,152.0000,4.410000
43186.11851065,1.000000,23.47656,82.51953,1.000000,143.0000,3.120000
43186.11862656,1.000000,23.47656,83.00781,1.000000,137.9000,3.980000
43186.11874248,1.000000,22.98828,83.00781,1.000000,178.9000,5.320000
43186.11885840,1.000000,23.47656,83.00781,1.000000,153.6000,5.140000
43186.11897431,1.000000,22.98828,83.00781,1.000000,162.2000,3.590000
43186.11909023,1.000000,22.98828,83.49609,1.000000,167.5000,2.910000
43186.11920615,1.000000,22.98828,83.00781,1.000000,174.3000,4.670000
43186.11932206,1.000000,23.47656,83.00781,1.000000,136.6000,4.930000
43186.11943798,1.000000,23.47656,82.51953,1.000000,151.6000,4.620000
43186.11955426,1.000000,22.98828,83.00781,1.000000,161.2000,3.030000
43186.11967017,1.000000,23.47656,83.00781,1.000000,132.9000,3.630000
43186.11978609,1.000000,23.47656,83.00781,1.000000,147.0000,5.210000
43186.11990201,1.000000,22.98828,83.00781,1.000000,158.0000,5.190000
43186.12001792,1.000000,22.98828,83.00781,1.000000,161.8000,2.680000
43186.12013384,1.000000,22.98828,83.00781,1.000000,146.0000,3.300000
43186.12024976,1.000000,22.98828,83.49609,1.000000,182.1000,3.810000
43186.12036567,1.000000,22.98828,83.00781,1.000000,147.0000,4.140000
43186.12048159,1.000000,22.98828,83.00781,1.000000,167.7000,5.490000
43186.12059751,1.000000,22.98828,83.00781,1.000000,155.5000,7.320000
43186.12071342,1.000000,23.47656,83.00781,1.000000,154.2000,9.070000
43186.12082934,1.000000,22.98828,82.51953,1.000000,128.2000,6.860000
43186.12094526,1.000000,22.98828,83.00781,1.000000,159.8000,6.140000
43186.12106117,1.000000,23.47656,82.51953,1.000000,153.8000,5.640000
43186.12117709,1.000000,22.98828,83.00781,1.000000,178.4000,6.230000
43186.12129301,1.000000,22.98828,82.51953,1.000000,173.7000,3.730000
43186.12140892,1.000000,22.98828,82.51953,1.000000,177.2000,4.280000
43186.12152484,1.000000,22.98828,83.00781,1.000000,139.9000,7.100000
43186.12164076,1.000000,22.50000,83.00781,1.000000,128.5000,8.130000
43186.12175667,1.000000,23.47656,83.00781,1.000000,145.2000,4.610000
43186.12187259,1.000000,23.47656,82.51953,1.000000,169.7000,4.410000
43186.12198851,1.000000,23.47656,82.51953,1.000000,147.2000,4.350000
43186.12210442,1.000000,22.98828,83.00781,1.000000,147.7000,4.980000
43186.12222034,1.000000,22.98828,83.00781,1.000000,166.3000,6.630000
43186.12233626,1.000000,22.98828,82.51953,1.000000,182.3000,10.36000
43186.12245217,1.000000,22.98828,83.00781,1.000000,175.8000,9.040000
43186.12256809,1.000000,22.50000,82.51953,1.000000,163.6000,6.130000
43186.12268401,1.000000,23.47656,82.51953,1.000000,180.5000,3.100000
43186.12279992,1.000000,22.98828,82.51953,1.000000,116.7000,4.210000
43186.12291584,1.000000,22.98828,82.03125,1.000000,141.8000,5.480000
43186.12303176,1.000000,22.98828,82.51953,1.000000,145.2000,5.280000
43186.12314767,1.000000,22.98828,82.03125,1.000000,155.7000,9.580000
43186.12326377,1.000000,22.98828,82.51953,1.000000,169.9000,6.220000
43186.12337969,1.000000,22.98828,82.51953,1.000000,126.0000,6.790000
43186.12349560,1.000000,22.98828,82.51953,1.000000,151.2000,4.500000
43186.12361152,1.000000,22.98828,83.00781,1.000000,145.1000,5.720000
43186.12372744,1.000000,22.98828,82.51953,1.000000,162.8000,4.950000
43186.12384335,1.000000,23.47656,82.03125,1.000000,145.1000,5.920000
43186.12395927,1.000000,22.98828,82.51953,1.000000,175.2000,3.580000
43186.12407519,1.000000,22.98828,83.00781,1.000000,139.6000,4.410000
43186.12419110,1.000000,22.98828,83.00781,1.000000,162.0000,4.950000
43186.12430702,1.000000,22.98828,82.51953,1.000000,179.8000,4.790000
43186.12442294,1.000000,23.47656,83.00781,1.000000,161.1000,7.490000
43186.12453885,1.000000,22.98828,83.00781,1.000000,144.3000,7.960000
43186.12465477,1.000000,23.47656,82.51953,1.000000,154.4000,7.830000
43186.12477069,1.000000,22.98828,83.00781,1.000000,178.0000,6.530000
43186.12488660,1.000000,22.98828,82.51953,1.000000,156.9000,8.580000
43186.12500252,1.000000,22.98828,83.00781,1.000000,131.9000,7.660000
43186.12511844,1.000000,22.98828,83.00781,1.000000,121.9000,6.220000
43186.12523435,1.000000,22.50000,82.51953,1.000000,144.1000,5.200000
43186.12535027,1.000000,22.98828,82.51953,1.000000,135.7000,8.320000
43186.12546619,1.000000,23.47656,82.51953,1.000000,151.2000,3.810000
43186.12558210,1.000000,23.47656,82.51953,1.000000,130.0000,6.970000
43186.12569802,1.000000,22.98828,83.00781,1.000000,159.1000,5.590000
43186.12581394,1.000000,22.98828,82.51953,1.000000,133.1000,5.580000
43186.12592985,1.000000,23.47656,83.00781,1.000000,182.5000,3.750000
43186.12604577,1.000000,22.98828,82.51953,1.000000,156.4000,4.820000
43186.12616169,1.000000,23.47656,82.03125,1.000000,166.7000,3.950000
43186.12627760,1.000000,23.47656,82.51953,1.000000,152.9000,5.160000
43186.12639352,1.000000,22.98828,82.03125,1.000000,151.9000,9.190000
43186.12650944,1.000000,22.98828,82.03125,1.000000,130.0000,4.990000
43186.12662572,1.000000,22.98828,82.51953,1.000000,166.7000,4.000000
43186.12674163,1.000000,22.98828,82.03125,1.000000,126.2000,7.510000
43186.12685755,1.000000,22.98828,82.03125,1.000000,150.9000,7.690000
43186.12697328,1.000000,23.47656,82.03125,1.000000,164.7000,8.630000
43186.12708920,1.000000,22.98828,82.03125,1.000000,152.0000,10.45000
43186.12720512,1.000000,23.47656,82.51953,1.000000,160.4000,10.43000
43186.12732103,1.000000,22.98828,82.03125,1.000000,153.2000,8.920000
43186.12743695,1.000000,23.47656,82.03125,1.000000,143.8000,8.770000
43186.12755287,1.000000,22.98828,82.03125,1.000000,147.0000,4.990000
43186.12766878,1.000000,22.98828,82.51953,1.000000,139.5000,7.150000
43186.12778470,1.000000,23.47656,82.03125,1.000000,137.3000,4.320000
43186.12790062,1.000000,22.98828,81.54297,1.000000,119.8000,3.460000
43186.12801653,1.000000,22.98828,82.51953,1.000000,150.9000,5.910000
43186.12813245,1.000000,22.98828,82.03125,1.000000,164.5000,5.010000
43186.12824837,1.000000,22.98828,82.51953,1.000000,142.2000,4.660000
43186.12836428,1.000000,23.47656,82.51953,1.000000,135.3000,4.840000
43186.12848020,1.000000,22.98828,82.03125,1.000000,136.4000,9.350000
43186.12859612,1.000000,22.98828,82.03125,1.000000,147.7000,5.280000
43186.12871203,1.000000,23.47656,82.03125,1.000000,145.1000,5.410000
43186.12882795,1.000000,22.98828,82.03125,1.000000,128.5000,3.590000
43186.12894387,1.000000,22.98828,82.51953,1.000000,132.7000,5.390000
43186.12905978,1.000000,22.98828,82.51953,1.000000,141.0000,8.250000
43186.12917570,1.000000,22.98828,82.51953,1.000000,150.8000,6.580000
43186.12929162,1.000000,23.47656,82.03125,1.000000,154.4000,6.030000
43186.12940753,1.000000,23.47656,82.51953,1.000000,139.8000,5.710000
43186.12952345,1.000000,22.98828,82.03125,1.000000,157.4000,4.690000
43186.12963937,1.000000,22.98828,82.51953,1.000000,162.2000,6.530000
43186.12975528,1.000000,22.98828,82.51953,1.000000,160.4000,7.240000
43186.12987138,1.000000,22.98828,82.03125,1.000000,153.7000,7.540000
43186.12998730,1.000000,22.98828,82.03125,1.000000,148.4000,6.500000
43186.13010322,1.000000,22.98828,82.51953,1.000000,155.3000,7.300000
43186.13021913,1.000000,22.98828,82.51953,1.000000,154.0000,8.440000
43186.13033505,1.000000,22.98828,82.51953,1.000000,147.6000,6.720000
43186.13045097,1.000000,23.47656,82.51953,1.000000,180.4000,5.730000
43186.13056688,1.000000,23.47656,82.51953,1.000000,141.4000,5.930000
43186.13068280,1.000000,22.98828,82.51953,1.000000,156.6000,6.230000
43186.13079908,1.000000,23.47656,82.51953,1.000000,141.0000,9.350000
43186.13091499,1.000000,23.96484,82.51953,1.000000,154.1000,6.740000
43186.13103091,1.000000,22.98828,82.51953,1.000000,142.7000,5.570000
43186.13114683,1.000000,22.98828,82.51953,1.000000,149.6000,3.880000
43186.13126274,1.000000,23.47656,82.51953,1.000000,161.7000,4.790000
43186.13137866,1.000000,22.98828,82.51953,1.000000,159.1000,5.520000
43186.13149458,1.000000,23.47656,82.51953,1.000000,161.5000,7.200000
43186.13161049,1.000000,23.47656,82.03125,1.000000,143.9000,4.230000
43186.13172641,1.000000,22.98828,82.51953,1.000000,149.6000,7.230000
43186.13184251,1.000000,23.47656,82.51953,1.000000,141.4000,5.400000
43186.13195842,1.000000,22.50000,82.03125,1.000000,142.2000,7.320000
43186.13207434,1.000000,22.98828,82.51953,1.000000,148.2000,5.140000
43186.13219026,1.000000,23.47656,82.03125,1.000000,142.3000,4.460000
43186.13230617,1.000000,22.98828,82.03125,1.000000,165.5000,4.850000
43186.13242209,1.000000,22.98828,82.51953,1.000000,130.4000,6.010000
43186.13253801,1.000000,22.98828,82.03125,1.000000,157.7000,2.710000
43186.13265392,1.000000,22.98828,82.51953,1.000000,154.0000,3.540000
43186.13276984,1.000000,22.98828,82.03125,1.000000,155.7000,6.380000
43186.13288576,1.000000,22.98828,82.03125,1.000000,176.5000,7.410000
43186.13300167,1.000000,22.98828,82.51953,1.000000,161.7000,4.550000
43186.13311759,1.000000,23.47656,82.51953,1.000000,144.2000,4.730000
43186.13323351,1.000000,22.98828,82.51953,1.000000,181.0000,4.720000
43186.13334942,1.000000,22.98828,82.03125,1.000000,146.3000,8.440000
43186.13346534,1.000000,23.47656,81.54297,1.000000,137.7000,6.220000
43186.13358126,1.000000,22.98828,82.03125,1.000000,159.3000,4.220000
43186.13369717,1.000000,23.47656,82.51953,1.000000,153.0000,4.350000
43186.13381309,1.000000,22.98828,81.54297,1.000000,145.9000,4.960000
43186.13392901,1.000000,23.47656,81.54297,1.000000,140.5000,4.340000
43186.13404492,1.000000,23.47656,81.54297,1.000000,153.1000,4.250000
43186.13416084,1.000000,22.50000,82.03125,1.000000,133.4000,10.53000
43186.13427676,1.000000,23.47656,82.03125,1.000000,121.6000,4.770000
43186.13439267,1.000000,23.47656,82.03125,1.000000,163.4000,4.000000
43186.13450859,1.000000,22.98828,82.03125,1.000000,142.7000,5.680000
43186.13462451,1.000000,22.98828,82.51953,1.000000,162.3000,4.740000
43186.13474042,1.000000,22.98828,82.03125,1.000000,143.5000,5.840000
43186.13485634,1.000000,22.98828,82.03125,1.000000,139.6000,10.76000
43186.13497226,1.000000,22.98828,81.54297,1.000000,143.6000,7.470000
43186.13508817,1.000000,22.98828,81.54297,1.000000,129.3000,6.260000
43186.13520409,1.000000,23.47656,81.54297,1.000000,186.7000,3.700000
43186.13532001,1.000000,22.98828,81.54297,1.000000,167.3000,3.590000
43186.13543610,1.000000,23.47656,81.54297,1.000000,156.6000,7.110000
43186.13555202,1.000000,23.47656,81.54297,1.000000,155.7000,7.590000
43186.13566794,1.000000,22.98828,82.03125,1.000000,128.2000,10.03000
43186.13578385,1.000000,22.98828,81.54297,1.000000,127.9000,8.560000
43186.13589977,1.000000,23.47656,81.54297,1.000000,164.3000,8.810000
43186.13601587,1.000000,22.98828,82.03125,1.000000,179.4000,5.230000
43186.13613178,1.000000,23.47656,81.05469,1.000000,176.5000,5.790000
43186.13624770,1.000000,22.98828,81.05469,1.000000,165.2000,4.780000
43186.13636362,1.000000,22.98828,81.05469,1.000000,128.5000,5.120000
43186.13647953,1.000000,22.98828,81.05469,1.000000,137.3000,11.09000
43186.13659545,1.000000,23.47656,81.54297,1.000000,131.5000,10.09000
43186.13671137,1.000000,22.98828,81.54297,1.000000,142.3000,7.980000
43186.13682728,1.000000,22.98828,81.05469,1.000000,162.6000,6.520000
43186.13694320,1.000000,22.98828,81.54297,1.000000,187.9000,5.230000
43186.13705912,1.000000,22.98828,81.54297,1.000000,177.5000,6.590000
43186.13717503,1.000000,22.98828,81.05469,1.000000,164.5000,8.310000
43186.13729095,1.000000,22.98828,81.05469,1.000000,151.2000,6.820000
43186.13740687,1.000000,22.98828,81.05469,1.000000,143.0000,8.680000
43186.13752278,1.000000,22.98828,81.05469,1.000000,177.5000,4.120000
43186.13763845,1.000000,22.98828,81.05469,1.000000,172.7000,4.530000
43186.13775437,1.000000,22.98828,81.54297,1.000000,153.1000,7.390000
43186.13787029,1.000000,23.47656,81.05469,1.000000,143.9000,9.170000
43186.13798620,1.000000,22.98828,81.54297,1.000000,171.3000,6.850000
43186.13810212,1.000000,23.47656,81.05469,1.000000,173.4000,12.48000
43186.13821804,1.000000,22.98828,82.03125,1.000000,172.6000,7.200000
43186.13833395,1.000000,22.98828,81.05469,1.000000,169.4000,9.570000
43186.13844987,1.000000,23.47656,80.56641,1.000000,165.7000,8.340000
43186.13856579,1.000000,22.98828,81.05469,1.000000,166.4000,5.940000
43186.13868170,1.000000,22.98828,80.56641,1.000000,159.9000,5.110000
43186.13879762,1.000000,23.47656,80.56641,1.000000,158.0000,5.030000
43186.13891354,1.000000,23.47656,81.05469,1.000000,0,165.7000
43186.13902945,1.000000,22.98828,81.54297,1.000000,154.7000,7.600000
43186.13914555,1.000000,22.98828,81.54297,1.000000,162.7000,7.310000
43186.13926147,1.000000,22.98828,81.54297,1.000000,174.8000,5.530000
43186.13937738,1.000000,22.98828,81.54297,1.000000,145.5000,6.780000
43186.13949330,1.000000,23.47656,81.54297,1.000000,149.8000,5.380000
43186.13960922,1.000000,22.98828,81.05469,1.000000,150.5000,5.390000
43186.13972513,1.000000,22.98828,81.05469,1.000000,158.1000,4.150000
43186.13984105,1.000000,22.98828,81.54297,1.000000,158.0000,5.060000
43186.13995697,1.000000,23.47656,81.54297,1.000000,150.0000,5.810000
43186.14007288,1.000000,22.98828,81.54297,1.000000,153.9000,5.000000
43186.14018880,1.000000,22.98828,81.54297,1.000000,148.0000,5.060000
43186.14030472,1.000000,23.47656,81.54297,1.000000,139.6000,3.590000
43186.14042063,1.000000,22.98828,81.54297,1.000000,134.1000,4.720000
43186.14053655,1.000000,23.47656,81.54297,1.000000,132.9000,3.690000
43186.14065247,1.000000,23.47656,81.54297,1.000000,166.7000,5.930000
43186.14076838,1.000000,22.98828,81.54297,1.000000,163.2000,3.460000
43186.14088430,1.000000,22.98828,81.54297,1.000000,144.4000,3.630000
43186.14100022,1.000000,22.98828,81.54297,1.000000,149.0000,3.740000
43186.14111613,1.000000,22.98828,81.54297,1.000000,175.4000,2.590000
43186.14123205,1.000000,22.98828,81.54297,1.000000,143.9000,2.880000
43186.14134797,1.000000,23.47656,81.05469,1.000000,127.3000,2.580000
43186.14146388,1.000000,23.47656,81.05469,1.000000,135.3000,1.080000
43186.14157980,1.000000,23.47656,81.54297,1.000000,135.2000,4.350000
43186.14169572,1.000000,23.47656,81.54297,1.000000,178.7000,4.780000
43186.14181163,1.000000,22.98828,81.54297,1.000000,116.3000,2.730000
43186.14192755,1.000000,22.98828,82.03125,1.000000,178.2000,4.550000
43186.14204347,1.000000,22.98828,81.54297,1.000000,132.6000,6.120000
43186.14215938,1.000000,22.98828,81.54297,1.000000,153.8000,5.920000
43186.14227530,1.000000,22.98828,81.54297,1.000000,178.3000,9.180000
43186.14239122,1.000000,23.47656,81.54297,1.000000,135.0000,6.540000
43186.14250713,1.000000,22.98828,82.03125,1.000000,133.2000,5.290000
43186.14262305,1.000000,22.98828,82.03125,1.000000,132.9000,5.830000
43186.14273897,1.000000,23.47656,82.03125,1.000000,150.3000,5.350000
43186.14285488,1.000000,22.98828,82.03125,1.000000,115.9000,5.520000
43186.14297080,1.000000,22.50000,82.03125,1.000000,127.2000,5.400000
43186.14308672,1.000000,22.98828,82.03125,1.000000,155.4000,4.970000
43186.14320263,1.000000,22.98828,82.03125,1.000000,148.8000,6.520000
43186.14331855,1.000000,22.98828,82.03125,1.000000,167.1000,4.610000
43186.14343447,1.000000,22.98828,82.03125,1.000000,165.9000,5.280000
43186.14355038,1.000000,23.47656,82.51953,1.000000,167.6000,5.330000
43186.14366630,1.000000,22.98828,82.03125,1.000000,147.0000,6.010000
43186.14378222,1.000000,23.47656,82.03125,1.000000,163.4000,4.170000
43186.14389813,1.000000,23.47656,82.03125,1.000000,148.9000,5.270000
43186.14401423,1.000000,22.98828,81.54297,1.000000,146.7000,6.240000
43186.14413051,1.000000,22.01172,82.03125,1.000000,145.1000,5.000000
43186.14424643,1.000000,22.98828,82.03125,1.000000,145.0000,7.560000
43186.14436234,1.000000,22.98828,82.03125,1.000000,126.3000,7.090000
43186.14447826,1.000000,22.98828,82.03125,1.000000,132.7000,6.890000
43186.14459418,1.000000,22.98828,82.51953,1.000000,131.4000,4.880000
43186.14471009,1.000000,22.98828,82.51953,1.000000,147.2000,4.370000
43186.14482601,1.000000,22.50000,82.51953,1.000000,158.7000,3.350000
43186.14494193,1.000000,22.98828,82.51953,1.000000,158.6000,5.060000
43186.14505802,1.000000,22.98828,82.51953,1.000000,161.9000,4.960000
43186.14517394,1.000000,23.47656,82.03125,1.000000,151.3000,3.450000
43186.14528986,1.000000,22.98828,82.51953,1.000000,147.7000,4.860000
43186.14540577,1.000000,22.98828,82.51953,1.000000,169.0000,5.050000
43186.14552169,1.000000,23.47656,82.03125,1.000000,164.3000,7.170000
43186.14563761,1.000000,22.98828,82.51953,1.000000,141.7000,3.370000
43186.14575352,1.000000,22.98828,82.03125,1.000000,171.2000,5.380000
43186.14586944,1.000000,22.98828,82.03125,1.000000,131.0000,8.790000
