TheTime,HNET_CBH_HMP60_Flag,HNET_CBH_O3_O3conc_ppbv_conv,HNET_CBH_O3_Flag,HNET_CBH_HMP60_Temp_C,HNET_CBH_HMP60_RH_pct,HNET_CBH_RMY_Flag,HNET_CBH_RMY_WD_deg,HNET_CBH_RMY_WS_ms
42768.00018319,1.000000,22.30080,1.000000,19.57031,92.77344,1.000000,176.3000,1.140000
42768.00029911,1.000000,22.08870,1.000000,19.57031,92.28516,1.000000,179.4000,1.290000
42768.00041502,1.000000,21.70490,1.000000,19.57031,92.28516,1.000000,185.5000,1.150000
42768.00053094,1.000000,23.03810,1.000000,19.57031,92.77344,1.000000,182.7000,0.9600000
42768.00064686,1.000000,22.52300,1.000000,19.57031,92.28516,1.000000,181.2000,0.9700000
42768.00076277,1.000000,23.57340,1.000000,19.57031,92.28516,1.000000,169.0000,1.210000
42768.00087869,1.000000,23.81580,1.000000,19.57031,92.77344,1.000000,183.7000,0.7700000
42768.00099461,1.000000,24.03800,1.000000,19.57031,92.28516,1.000000,161.2000,0.8100000
42768.00111052,1.000000,22.45230,1.000000,19.08203,92.28516,1.000000,183.5000,1.100000
42768.00122644,1.000000,22.30080,1.000000,19.08203,92.28516,1.000000,175.5000,1.220000
42768.00134236,1.000000,22.33110,1.000000,19.57031,92.28516,1.000000,189.6000,1.390000
42768.00145845,1.000000,23.03810,1.000000,19.57031,92.77344,1.000000,165.2000,1.120000
42768.00157437,1.000000,21.73520,1.000000,19.57031,92.77344,1.000000,164.5000,1.340000
42768.00169029,1.000000,23.50270,1.000000,19.57031,92.28516,1.000000,188.1000,1.210000
42768.00180620,1.000000,22.82600,1.000000,19.57031,92.28516,1.000000,188.8000,1.210000
42768.00192212,1.000000,22.32100,1.000000,19.57031,92.28516,1.000000,159.3000,1.240000
42768.00203779,1.000000,22.79570,1.000000,19.57031,92.77344,1.000000,193.2000,1.180000
42768.00215370,1.000000,23.00780,1.000000,19.57031,92.28516,1.000000,185.5000,1.010000
42768.00226962,1.000000,23.10880,1.000000,19.08203,92.77344,1.000000,174.2000,1.210000
42768.00238554,1.000000,24.31070,1.000000,19.08203,92.77344,1.000000,167.6000,0.9200000
42768.00250145,1.000000,22.51290,1.000000,19.08203,92.28516,1.000000,187.7000,1.570000
42768.00261737,1.000000,22.79570,1.000000,19.57031,92.28516,1.000000,182.9000,1.450000
42768.00273329,1.000000,22.82600,1.000000,19.57031,92.28516,1.000000,173.9000,1.450000
42768.00284920,1.000000,23.66430,1.000000,19.08203,92.77344,1.000000,188.0000,1.310000
42768.00296512,1.000000,22.86640,1.000000,20.05859,92.28516,1.000000,184.7000,1.080000
42768.00308104,1.000000,23.36130,1.000000,19.57031,92.28516,1.000000,170.4000,1.130000
42768.00319750,1.000000,23.81580,1.000000,19.57031,92.28516,1.000000,171.3000,1.270000
42768.00331341,1.000000,23.38150,1.000000,19.57031,92.77344,1.000000,172.4000,1.460000
42768.00342969,1.000000,24.91670,1.000000,19.57031,92.77344,1.000000,151.1000,1.420000
42768.00354561,1.000000,23.91680,1.000000,19.57031,92.28516,1.000000,169.0000,1.110000
42768.00366152,1.000000,23.94710,1.000000,19.57031,92.28516,1.000000,164.5000,1.110000
42768.00377744,1.000000,24.16930,1.000000,19.57031,92.77344,1.000000,165.7000,1.080000
42768.00389336,1.000000,23.23000,1.000000,19.57031,92.28516,1.000000,163.5000,1.160000
42768.00400927,1.000000,23.29060,1.000000,19.57031,92.28516,1.000000,175.7000,1.680000
42768.00412519,1.000000,22.54320,1.000000,19.57031,92.77344,1.000000,171.2000,1.310000
42768.00424111,1.000000,22.54320,1.000000,19.57031,92.77344,1.000000,176.1000,1.100000
42768.00435702,1.000000,23.44210,1.000000,19.57031,92.77344,1.000000,159.7000,1.320000
42768.00447294,1.000000,23.78550,1.000000,20.05859,92.28516,1.000000,165.4000,1.410000
42768.00458886,1.000000,23.32090,1.000000,19.57031,92.28516,1.000000,163.2000,1.360000
42768.00470477,1.000000,22.97750,1.000000,19.57031,92.28516,1.000000,165.5000,1.120000
42768.00482069,1.000000,22.30080,1.000000,19.57031,92.77344,1.000000,151.1000,0.8200000
42768.00493661,1.000000,23.57340,1.000000,19.57031,92.77344,1.000000,163.2000,1.220000
42768.00505252,1.000000,23.10880,1.000000,19.57031,92.28516,1.000000,162.5000,1.190000
42768.00516844,1.000000,22.61390,1.000000,19.57031,92.77344,1.000000,156.9000,1.190000
42768.00528436,1.000000,23.36130,1.000000,19.57031,92.28516,1.000000,178.2000,1.700000
42768.00540027,1.000000,22.51290,1.000000,19.57031,92.28516,1.000000,162.2000,1.270000
42768.00551619,1.000000,23.60370,1.000000,19.57031,92.77344,1.000000,184.7000,1.450000
42768.00563211,1.000000,21.27060,1.000000,19.57031,92.77344,1.000000,193.5000,1.380000
42768.00574802,1.000000,22.24020,1.000000,20.05859,92.28516,1.000000,185.0000,1.370000
42768.00586394,1.000000,23.36130,1.000000,19.57031,92.28516,1.000000,152.5000,1.060000
42768.00597986,1.000000,23.60370,1.000000,20.05859,92.77344,1.000000,169.3000,1.730000
42768.00609577,1.000000,24.38140,1.000000,19.57031,92.77344,1.000000,166.5000,1.930000
42768.00621169,1.000000,24.06830,1.000000,19.57031,92.77344,1.000000,151.8000,0.9800000
42768.00632761,1.000000,23.29060,1.000000,19.57031,92.77344,1.000000,166.1000,1.980000
42768.00644352,1.000000,24.09860,1.000000,20.05859,92.28516,1.000000,160.7000,1.750000
42768.00655944,1.000000,23.75520,1.000000,19.57031,92.77344,1.000000,162.3000,1.720000
42768.00667536,1.000000,23.85620,1.000000,19.08203,92.28516,1.000000,156.2000,2.260000
42768.00679127,1.000000,23.36130,1.000000,19.57031,92.77344,1.000000,155.2000,2.170000
42768.00690719,1.000000,24.59350,1.000000,19.08203,92.28516,1.000000,169.2000,1.850000
42768.00702311,1.000000,24.59350,1.000000,19.57031,92.28516,1.000000,161.3000,2.320000
42768.00713902,1.000000,25.12880,1.000000,19.57031,92.77344,1.000000,167.4000,1.850000
42768.00725494,1.000000,25.18940,1.000000,19.57031,92.77344,1.000000,158.1000,1.810000
42768.00737086,1.000000,22.26040,1.000000,19.57031,92.77344,1.000000,156.6000,1.340000
42768.00748695,1.000000,23.81580,1.000000,20.05859,92.28516,1.000000,175.3000,1.880000
42768.00760287,1.000000,25.62370,1.000000,19.57031,92.77344,1.000000,157.1000,1.410000
42768.00771879,1.000000,23.14920,1.000000,20.05859,92.77344,1.000000,155.2000,2.140000
42768.00783470,1.000000,24.16930,1.000000,19.57031,92.28516,1.000000,168.6000,1.880000
42768.00795080,1.000000,24.44200,1.000000,19.57031,92.28516,1.000000,165.6000,1.800000
42768.00806672,1.000000,24.56320,1.000000,19.57031,92.28516,1.000000,164.7000,1.740000
42768.00818263,1.000000,23.99760,1.000000,19.57031,92.77344,1.000000,155.4000,1.840000
