TheTime,HNET_CLH_HMP60_Flag,HNET_CLH_O3_conc_ppbv_conv,HNET_CLH_O3_Flag,HNET_CLH_HMP60_RH_pct,HNET_CLH_HMP60_Temp_C,HNET_CLH_RMY_Flag,HNET_CLH_RMY_WD_deg,HNET_CLH_RMY_WS_ms
42513.02350883,1.000000,34.41480,1.000000,92.96875,23.33008,1.000000,102.0000,1.100000
42513.02362475,1.000000,34.25160,1.000000,93.11523,23.47656,1.000000,81.00000,1.200000
42513.02374066,1.000000,33.92520,1.000000,92.77344,23.08594,1.000000,87.00000,1.100000
42513.02385658,1.000000,32.78280,1.000000,93.31055,23.42773,1.000000,97.00000,1.200000
42513.02397250,1.000000,32.85420,1.000000,93.70117,23.18359,1.000000,121.0000,1.900000
42513.02408841,1.000000,34.06800,1.000000,92.72461,23.67188,1.000000,112.0000,1.500000
42513.02420433,1.000000,32.86440,1.000000,92.87109,23.86719,1.000000,74.00000,1.400000
42513.02432025,1.000000,33.01740,1.000000,93.01758,22.74414,1.000000,81.00000,1.400000
42513.02443616,1.000000,34.97580,1.000000,93.11523,23.28125,1.000000,89.00000,1.400000
42513.02455208,1.000000,35.30220,1.000000,92.87109,22.50000,1.000000,104.0000,1.500000
42513.02466800,1.000000,34.98600,1.000000,92.72461,23.28125,1.000000,85.00000,1.200000
42513.02478391,1.000000,33.49680,1.000000,93.06641,23.08594,1.000000,75.00000,0.9000000
42513.02489983,1.000000,33.16020,1.000000,93.06641,23.52539,1.000000,81.00000,0.8000000
42513.02501575,1.000000,33.17040,1.000000,92.87109,23.47656,1.000000,99.00000,1.000000
42513.02513166,1.000000,32.30340,1.000000,92.77344,23.91602,1.000000,109.0000,0.8000000
42513.02524758,1.000000,32.40540,1.000000,92.87109,24.01367,1.000000,56.00000,0.5000000
42513.02536368,1.000000,33.20100,1.000000,92.18750,23.62305,1.000000,109.0000,0.7000000
42513.02547959,1.000000,32.90520,1.000000,92.67578,23.96484,1.000000,0.3000000,0
42513.02559551,1.000000,31.48740,1.000000,93.45703,22.98828,1.000000,38.00000,0.6000000
42513.02571143,1.000000,30.95700,1.000000,93.16406,23.96484,1.000000,57.00000,0.4000000
42513.02582734,1.000000,31.29360,1.000000,92.57813,22.84180,1.000000,82.00000,0.4000000
42513.02594326,1.000000,31.40580,1.000000,92.91992,23.28125,1.000000,90.00000,0.6000000
42513.02605918,1.000000,32.90520,1.000000,92.52930,23.47656,1.000000,106.0000,1.200000
42513.02617509,1.000000,34.15980,1.000000,92.82227,23.37891,1.000000,62.00000,1.100000
42513.02629101,1.000000,33.15000,1.000000,92.52930,23.13477,1.000000,63.00000,1.000000
42513.02640693,1.000000,33.69060,1.000000,92.91992,23.52539,1.000000,75.00000,1.000000
42513.02652284,1.000000,34.38420,1.000000,91.94336,23.23242,1.000000,83.00000,0.8000000
42513.02663876,1.000000,34.48620,1.000000,92.67578,23.33008,1.000000,94.00000,0.9000000
42513.02675468,1.000000,34.99620,1.000000,92.52930,23.33008,1.000000,71.00000,1.400000
42513.02687059,1.000000,33.87420,1.000000,92.23633,23.42773,1.000000,79.00000,1.300000
42513.02698651,1.000000,33.19080,1.000000,92.52930,23.18359,1.000000,82.00000,1.200000
42513.02710243,1.000000,33.71100,1.000000,92.87109,23.28125,1.000000,89.00000,1.300000
42513.02721834,1.000000,34.35360,1.000000,94.38477,23.33008,1.000000,69.00000,1.300000
42513.02733426,1.000000,35.20020,1.000000,93.55469,23.76953,1.000000,86.00000,0.9000000
42513.02745018,1.000000,34.99620,1.000000,93.31055,24.01367,1.000000,102.0000,1.300000
42513.02756609,1.000000,34.12920,1.000000,93.11523,22.93945,1.000000,97.00000,1.300000
42513.02768201,1.000000,33.92520,1.000000,93.16406,23.72070,1.000000,86.00000,0.8000000
42513.02779793,1.000000,34.31280,1.000000,92.96875,23.42773,1.000000,80.00000,1.200000
42513.02791384,1.000000,34.13940,1.000000,92.82227,22.98828,1.000000,79.00000,1.100000
42513.02802976,1.000000,32.91540,1.000000,92.48047,23.08594,1.000000,91.00000,1.400000
42513.02814568,1.000000,32.08920,1.000000,93.45703,23.37891,1.000000,90.00000,1.800000
42513.02826159,1.000000,34.40460,1.000000,92.72461,23.18359,1.000000,84.00000,1.300000
42513.02837751,1.000000,35.24100,1.000000,93.11523,23.28125,1.000000,94.00000,0.7000000
42513.02849343,1.000000,35.16960,1.000000,92.96875,23.86719,1.000000,88.00000,0.9000000
42513.02860934,1.000000,35.34300,1.000000,92.87109,22.84180,1.000000,101.0000,1.500000
42513.02872526,1.000000,34.86360,1.000000,92.96875,23.76953,1.000000,105.0000,1.200000
42513.02884118,1.000000,34.56780,1.000000,92.52930,23.42773,1.000000,94.00000,1.100000
42513.02895709,1.000000,33.88440,1.000000,93.31055,22.89063,1.000000,89.00000,1.100000
42513.02907301,1.000000,33.95580,1.000000,93.40820,23.28125,1.000000,98.00000,1.100000
42513.02918893,1.000000,34.49640,1.000000,93.01758,23.13477,1.000000,97.00000,0.8000000
42513.02930484,1.000000,33.82320,1.000000,93.01758,23.33008,1.000000,107.0000,0.9000000
42513.02942076,1.000000,33.64980,1.000000,93.35938,23.33008,1.000000,123.0000,0.8000000
42513.02953668,1.000000,33.36420,1.000000,93.35938,24.25781,1.000000,108.0000,0.8000000
42513.02965259,1.000000,33.42540,1.000000,93.01758,23.52539,1.000000,103.0000,1.000000
42513.02976869,1.000000,33.37440,1.000000,92.91992,23.37891,1.000000,108.0000,1.000000
42513.02988461,1.000000,33.73140,1.000000,92.57813,22.93945,1.000000,133.0000,1.400000
42513.03000053,1.000000,34.39440,1.000000,93.31055,23.42773,1.000000,124.0000,0.7000000
42513.03011644,1.000000,33.39480,1.000000,92.87109,22.84180,1.000000,121.0000,1.500000
42513.03023236,1.000000,32.07900,1.000000,92.96875,22.93945,1.000000,117.0000,1.200000
42513.03034828,1.000000,30.86520,1.000000,93.94531,23.52539,1.000000,124.0000,1.400000
42513.03046384,1.000000,30.66120,1.000000,92.96875,23.37891,1.000000,116.0000,1.000000
42513.03057976,1.000000,30.25320,1.000000,93.31055,23.47656,1.000000,137.0000,1.300000
42513.03069586,1.000000,29.51880,1.000000,92.87109,24.06250,1.000000,116.0000,1.000000
42513.03081177,1.000000,30.21240,1.000000,93.06641,23.96484,1.000000,119.0000,1.200000
42513.03092769,1.000000,31.00800,1.000000,92.82227,23.62305,1.000000,121.0000,1.200000
42513.03104361,1.000000,31.89540,1.000000,92.77344,24.30664,1.000000,132.0000,0.8000000
42513.03115952,1.000000,31.09980,1.000000,93.55469,23.03711,1.000000,129.0000,1.100000
42513.03127544,1.000000,30.45720,1.000000,94.14063,23.52539,1.000000,122.0000,0.9000000
42513.03139136,1.000000,31.03860,1.000000,92.72461,23.13477,1.000000,120.0000,1.200000
42513.03150727,1.000000,30.32460,1.000000,93.11523,23.28125,1.000000,107.0000,1.300000
42513.03162319,1.000000,30.25320,1.000000,93.06641,23.18359,1.000000,111.0000,1.600000
42513.03173911,1.000000,31.14060,1.000000,92.96875,23.96484,1.000000,111.0000,1.700000
42513.03185502,1.000000,32.11980,1.000000,93.35938,23.42773,1.000000,106.0000,1.300000
42513.03197112,1.000000,32.29320,1.000000,93.21289,23.23242,1.000000,81.00000,1.100000
42513.03208704,1.000000,31.06920,1.000000,92.87109,23.37891,1.000000,92.00000,0.9000000
42513.03220295,1.000000,31.76280,1.000000,93.40820,23.28125,1.000000,108.0000,0.9000000
42513.03231887,1.000000,32.19120,1.000000,93.01758,22.74414,1.000000,89.00000,1.000000
42513.03243479,1.000000,31.90560,1.000000,93.21289,23.28125,1.000000,89.00000,0.8000000
42513.03255070,1.000000,31.48740,1.000000,93.35938,23.47656,1.000000,112.0000,0.8000000
42513.03266662,1.000000,32.08920,1.000000,93.01758,23.67188,1.000000,64.00000,1.100000
42513.03278254,1.000000,31.77300,1.000000,93.50586,22.93945,1.000000,102.0000,1.100000
42513.03289845,1.000000,31.59960,1.000000,92.28516,23.47656,1.000000,101.0000,0.7000000
42513.03301437,1.000000,32.95620,1.000000,92.87109,22.59766,1.000000,62.00000,0.5000000
42513.03313029,1.000000,32.61960,1.000000,93.35938,23.13477,1.000000,125.0000,0.6000000
42513.03324620,1.000000,32.25240,1.000000,93.01758,23.81836,1.000000,94.00000,0.9000000
42513.03336212,1.000000,32.50740,1.000000,92.82227,23.67188,1.000000,98.00000,0.9000000
42513.03347804,1.000000,32.65020,1.000000,92.72461,23.23242,1.000000,81.00000,0.8000000
42513.03359395,1.000000,33.12960,1.000000,93.31055,23.28125,1.000000,88.00000,0.9000000
42513.03370987,1.000000,32.74200,1.000000,93.01758,23.23242,1.000000,91.00000,1.200000
