TheTime,HNET_CCH_O3_conc_ppbv_conv,HNET_CCH_HMP60_Flag,HNET_CCH_O3_Flag,HNET_CCH_HMP60_RH_pct,HNET_CCH_HMP60_Temp_C,HNET_CCH_RMY_Flag,HNET_CCH_RMY_WD_Deg,HNET_CCH_RMY_WS_ms
42541.01467762,12.30930,1.000000,1.000000,82.91016,26.50391,1.000000,136.3000,0.8000000
42541.01479354,11.12590,1.000000,1.000000,82.86133,26.50391,1.000000,120.0000,0.8600000
42541.01490946,11.21320,1.000000,1.000000,83.00781,26.65039,1.000000,116.9000,0.8200000
42541.01502537,11.60120,1.000000,1.000000,82.91016,26.45508,1.000000,135.0000,0.6500000
42541.01514147,11.05800,1.000000,1.000000,82.91016,26.60156,1.000000,123.6000,1.000000
42541.01525739,10.47600,1.000000,1.000000,82.86133,26.55273,1.000000,114.6000,0.8100000
42541.01537330,10.94160,1.000000,1.000000,82.91016,26.60156,1.000000,126.8000,0.9000000
42541.01548922,10.43720,1.000000,1.000000,82.91016,26.55273,1.000000,127.6000,0.5100000
42541.01560514,10.62150,1.000000,1.000000,82.95898,26.45508,1.000000,122.3000,0.8100000
42541.01572078,10.78640,1.000000,1.000000,82.95898,26.35742,1.000000,106.9000,0.6800000
42541.01583669,10.67000,1.000000,1.000000,82.91016,26.55273,1.000000,98.60000,0.7600000
42541.01595261,10.85430,1.000000,1.000000,83.05664,26.60156,1.000000,100.4000,0.7100000
42541.01606871,10.38870,1.000000,1.000000,83.00781,26.50391,1.000000,104.8000,1.030000
42541.01618463,10.20440,1.000000,1.000000,83.05664,26.79688,1.000000,92.50000,0.7500000
42541.01630054,10.61180,1.000000,1.000000,83.00781,26.55273,1.000000,96.60000,0.9500000
42541.01641646,11.12590,1.000000,1.000000,83.05664,26.79688,1.000000,103.7000,0.5800000
42541.01653238,10.84460,1.000000,1.000000,82.95898,26.55273,1.000000,112.2000,0.7400000
42541.01664829,10.69910,1.000000,1.000000,83.00781,26.55273,1.000000,100.4000,0.6900000
42541.01676421,10.44690,1.000000,1.000000,82.95898,26.60156,1.000000,103.5000,1.080000
42541.01688013,10.35960,1.000000,1.000000,82.95898,26.55273,1.000000,96.90000,0.7300000
42541.01699604,10.56330,1.000000,1.000000,83.15430,26.55273,1.000000,119.6000,0.6500000
42541.01711196,11.01920,1.000000,1.000000,83.10547,26.55273,1.000000,103.9000,0.5300000
42541.01722787,11.55270,1.000000,1.000000,83.10547,26.45508,1.000000,90.10000,0.7500000
42541.01734379,11.34900,1.000000,1.000000,83.15430,26.50391,1.000000,74.30000,0.5100000
42541.01745971,11.40720,1.000000,1.000000,83.00781,26.40625,1.000000,95.10000,0.9500000
42541.01757563,10.85430,1.000000,1.000000,83.00781,26.55273,1.000000,117.6000,0.8500000
42541.01769154,11.25200,1.000000,1.000000,83.10547,26.69922,1.000000,92.50000,1.080000
42541.01780746,11.66910,1.000000,1.000000,82.95898,26.60156,1.000000,94.50000,1.100000
42541.01792337,11.67880,1.000000,1.000000,83.25195,26.74805,1.000000,103.5000,0.9600000
42541.01803929,11.69820,1.000000,1.000000,83.00781,26.50391,1.000000,94.90000,0.6400000
42541.01815521,11.66910,1.000000,1.000000,82.95898,26.55273,1.000000,104.8000,0.6500000
42541.01827112,12.25110,1.000000,1.000000,82.95898,26.45508,1.000000,99.50000,0.8000000
42541.01838704,11.82430,1.000000,1.000000,83.05664,26.60156,1.000000,106.9000,0.8900000
42541.01850296,11.79520,1.000000,1.000000,82.95898,26.55273,1.000000,116.9000,0.8900000
42541.01861888,11.96980,1.000000,1.000000,83.05664,26.40625,1.000000,105.7000,0.6100000
42541.01873479,11.82430,1.000000,1.000000,83.00781,26.55273,1.000000,110.4000,0.7700000
42541.01885071,11.41690,1.000000,1.000000,83.00781,26.60156,1.000000,118.3000,0.8800000
42541.01896663,11.25200,1.000000,1.000000,83.10547,26.60156,1.000000,113.8000,0.8400000
42541.01908254,11.31020,1.000000,1.000000,82.95898,26.55273,1.000000,108.6000,0.5600000
42541.01919846,11.69820,1.000000,1.000000,83.00781,26.55273,1.000000,103.5000,0.6400000
42541.01931438,10.87370,1.000000,1.000000,83.05664,26.60156,1.000000,113.7000,0.8900000
42541.01943029,10.94160,1.000000,1.000000,83.10547,26.74805,1.000000,112.8000,0.9800000
42541.01954621,11.46540,1.000000,1.000000,83.05664,26.50391,1.000000,122.3000,0.7400000
42541.01966213,11.50420,1.000000,1.000000,83.20313,26.50391,1.000000,133.2000,0.7300000
42541.01977804,11.90190,1.000000,1.000000,83.00781,26.45508,1.000000,111.8000,0.6000000
42541.01989396,10.87370,1.000000,1.000000,83.00781,26.55273,1.000000,128.7000,0.5500000
42541.02000988,10.46630,1.000000,1.000000,83.10547,26.60156,1.000000,116.9000,0.7100000
42541.02012579,10.54390,1.000000,1.000000,83.00781,26.55273,1.000000,121.0000,0.7300000
42541.02024171,11.11620,1.000000,1.000000,83.25195,26.55273,1.000000,110.9000,0.6400000
42541.02035763,10.92220,1.000000,1.000000,83.15430,26.55273,1.000000,138.7000,0
42541.02047354,11.15500,1.000000,1.000000,83.15430,26.60156,1.000000,94.50000,0.5500000
42541.02058946,10.73790,1.000000,1.000000,83.25195,26.50391,1.000000,93.90000,0.2600000
42541.02070538,10.46630,1.000000,1.000000,83.10547,26.50391,1.000000,120.2000,0.3600000
42541.02082129,9.835800,1.000000,1.000000,83.25195,26.60156,1.000000,116.9000,0.4800000
42541.02093721,9.787300,1.000000,1.000000,83.05664,26.55273,1.000000,104.8000,0.5400000
42541.02105313,9.826100,1.000000,1.000000,83.10547,26.50391,1.000000,86.00000,0.3200000
42541.02116904,9.864900,1.000000,1.000000,83.10547,26.60156,1.000000,101.3000,0.3700000
42541.02128496,9.379900,1.000000,1.000000,83.15430,26.45508,1.000000,94.90000,0.4200000
42541.02140088,8.642700,1.000000,1.000000,83.15430,26.60156,1.000000,96.90000,0.3200000
42541.02151679,9.176200,1.000000,1.000000,83.20313,26.55273,1.000000,111.3000,0.3300000
42541.02163271,9.797000,1.000000,1.000000,83.30078,26.55273,1.000000,89.00000,0.2900000
42541.02174863,9.399300,1.000000,1.000000,83.15430,26.55273,1.000000,90.10000,0
42541.02186454,8.846400,1.000000,1.000000,83.25195,26.55273,1.000000,121.0000,0.2500000
42541.02198046,8.603900,1.000000,1.000000,83.20313,26.60156,1.000000,121.0000,0.4600000
42541.02209638,8.574800,1.000000,1.000000,83.10547,26.60156,1.000000,130.1000,0.4200000
42541.02221229,9.292600,1.000000,1.000000,83.25195,26.50391,1.000000,130.4000,0.4900000
42541.02232821,10.58270,1.000000,1.000000,83.15430,26.55273,1.000000,113.0000,0.2700000
42541.02244413,10.91250,1.000000,1.000000,83.15430,26.60156,1.000000,107.7000,0
42541.02256004,10.09770,1.000000,1.000000,83.25195,26.65039,1.000000,136.5000,0.2800000
42541.02267596,9.302300,1.000000,1.000000,83.25195,26.55273,1.000000,121.0000,0
42541.02279188,9.069500,1.000000,1.000000,83.30078,26.45508,1.000000,121.0000,0
42541.02290779,8.303200,1.000000,1.000000,83.30078,26.60156,1.000000,114.6000,0
42541.02302371,8.594200,1.000000,1.000000,83.25195,26.74805,1.000000,121.0000,0.2500000
42541.02313963,8.516600,1.000000,1.000000,83.20313,26.45508,1.000000,121.0000,0
42541.02325554,7.513620,1.000000,1.000000,83.20313,26.55273,1.000000,121.0000,0
42541.02337146,6.570780,1.000000,1.000000,83.30078,26.50391,1.000000,121.0000,0
42541.02348738,6.550410,1.000000,1.000000,83.30078,26.50391,1.000000,121.0000,0
42541.02360347,6.597940,1.000000,1.000000,83.25195,26.45508,1.000000,121.0000,0
42541.02371939,6.852080,1.000000,1.000000,83.34961,26.45508,1.000000,121.0000,0
42541.02383531,7.682400,1.000000,1.000000,83.25195,26.55273,1.000000,121.0000,0
42541.02395122,7.886100,1.000000,1.000000,83.54492,26.69922,1.000000,202.9000,0.2700000
42541.02406714,7.433110,1.000000,1.000000,83.44727,26.30859,1.000000,207.2000,0
42541.02418306,7.001460,1.000000,1.000000,83.49609,26.50391,1.000000,212.3000,0.3600000
42541.02429897,7.177030,1.000000,1.000000,83.59375,26.45508,1.000000,205.0000,0
42541.02441489,6.828800,1.000000,1.000000,83.49609,26.50391,1.000000,199.3000,0
42541.02453081,6.822980,1.000000,1.000000,83.49609,26.69922,1.000000,199.3000,0
42541.02464672,7.585400,1.000000,1.000000,83.74023,26.35742,1.000000,199.3000,0
42541.02476264,6.941320,1.000000,1.000000,83.64258,26.50391,1.000000,199.3000,0
42541.02487856,6.651290,1.000000,1.000000,83.69141,26.50391,1.000000,199.3000,0
42541.02499447,6.545560,1.000000,1.000000,83.74023,26.45508,1.000000,199.3000,0
42541.02511039,7.229410,1.000000,1.000000,83.69141,26.40625,1.000000,199.3000,0
42541.02522631,7.905500,1.000000,1.000000,83.74023,26.50391,1.000000,199.3000,0
42541.02534222,8.206200,1.000000,1.000000,83.69141,26.50391,1.000000,199.3000,0
42541.02545814,8.051000,1.000000,1.000000,83.69141,26.45508,1.000000,199.3000,0
42541.02557406,8.089800,1.000000,1.000000,83.74023,26.55273,1.000000,199.3000,0
42541.02568997,7.992800,1.000000,1.000000,83.88672,26.40625,1.000000,199.3000,0
42541.02580607,7.711500,1.000000,1.000000,83.88672,26.45508,1.000000,199.3000,0
42541.02592199,7.973400,1.000000,1.000000,83.88672,26.35742,1.000000,199.3000,0
42541.02603790,5.894690,1.000000,1.000000,83.98438,26.55273,1.000000,199.3000,0
42541.02615382,5.673530,1.000000,1.000000,83.98438,26.40625,1.000000,199.3000,0
42541.02626963,6.439830,1.000000,1.000000,84.17969,26.35742,1.000000,199.3000,0
42541.02638554,7.121740,1.000000,1.000000,84.03320,26.25977,1.000000,199.3000,0
42541.02650146,7.750300,1.000000,1.000000,84.08203,26.45508,1.000000,199.3000,0
42541.02661738,7.886100,1.000000,1.000000,84.03320,26.45508,1.000000,199.3000,0
42541.02673329,7.595100,1.000000,1.000000,84.13086,26.50391,1.000000,199.3000,0
42541.02684921,7.514590,1.000000,1.000000,84.08203,26.55273,1.000000,181.2000,0.3300000
42541.02696513,8.012200,1.000000,1.000000,84.08203,26.45508,1.000000,181.2000,0.2900000
42541.02708104,7.178000,1.000000,1.000000,84.08203,26.40625,1.000000,184.5000,0.3400000
42541.02719696,7.306040,1.000000,1.000000,84.13086,26.50391,1.000000,191.5000,0.3700000
42541.02731288,8.332300,1.000000,1.000000,84.13086,26.45508,1.000000,195.4000,0.3600000
42541.02742879,8.419600,1.000000,1.000000,84.17969,26.45508,1.000000,191.6000,0.4400000
42541.02754471,7.297310,1.000000,1.000000,84.27734,26.45508,1.000000,196.3000,0.3100000
42541.02766063,7.506830,1.000000,1.000000,84.37500,26.40625,1.000000,192.6000,0.3200000
42541.02777654,6.927740,1.000000,1.000000,84.37500,26.45508,1.000000,179.8000,0.3000000
42541.02789246,6.788060,1.000000,1.000000,84.37500,26.40625,1.000000,173.9000,0
42541.02800838,7.663000,1.000000,1.000000,84.37500,26.30859,1.000000,188.8000,0
42541.02812429,6.963630,1.000000,1.000000,84.32617,26.45508,1.000000,188.8000,0
42541.02824021,6.053770,1.000000,1.000000,84.47266,26.35742,1.000000,188.8000,0
42541.02835613,6.805520,1.000000,1.000000,84.52148,26.40625,1.000000,188.8000,0
42541.02847204,6.694940,1.000000,1.000000,84.42383,26.45508,1.000000,188.8000,0
42541.02858814,6.747320,1.000000,1.000000,84.57031,26.35742,1.000000,188.8000,0
42541.02870406,6.867600,1.000000,1.000000,84.71680,26.25977,1.000000,188.8000,0
42541.02881997,6.456320,1.000000,1.000000,84.66797,26.50391,1.000000,188.8000,0
42541.02893607,6.561080,1.000000,1.000000,84.61914,26.50391,1.000000,188.8000,0
42541.02905199,6.715310,1.000000,1.000000,84.66797,26.45508,1.000000,188.8000,0
42541.02916791,6.887000,1.000000,1.000000,84.57031,26.35742,1.000000,188.8000,0
42541.02928382,7.062570,1.000000,1.000000,84.57031,26.25977,1.000000,188.8000,0
42541.02939974,6.882150,1.000000,1.000000,84.57031,26.35742,1.000000,188.8000,0
42541.02951566,6.710460,1.000000,1.000000,84.57031,26.30859,1.000000,188.8000,0
42541.02963157,7.857000,1.000000,1.000000,84.61914,26.40625,1.000000,188.8000,0
42541.02974749,7.915200,1.000000,1.000000,84.81445,26.40625,1.000000,188.8000,0
42541.02986341,6.993700,1.000000,1.000000,84.71680,26.25977,1.000000,188.8000,0
42541.02997932,7.270150,1.000000,1.000000,84.57031,26.35742,1.000000,188.8000,0
42541.03009524,7.604800,1.000000,1.000000,84.47266,26.40625,1.000000,188.8000,0
42541.03021134,9.292600,1.000000,1.000000,84.57031,26.25977,1.000000,188.8000,0
42541.03032725,10.41780,1.000000,1.000000,84.47266,26.30859,1.000000,188.8000,0
42541.03044317,10.29170,1.000000,1.000000,84.52148,26.40625,1.000000,188.8000,0
42541.03055909,9.244100,1.000000,1.000000,84.47266,26.30859,1.000000,188.8000,0
42541.03067500,7.818200,1.000000,1.000000,84.57031,26.35742,1.000000,188.8000,0
42541.03079092,9.001600,1.000000,1.000000,84.47266,26.25977,1.000000,188.8000,0
42541.03090684,7.954000,1.000000,1.000000,84.37500,26.35742,1.000000,188.8000,0
42541.03102275,6.700760,1.000000,1.000000,84.57031,26.35742,1.000000,188.8000,0
42541.03113867,7.141140,1.000000,1.000000,84.52148,26.35742,1.000000,188.8000,0
42541.03125459,6.793880,1.000000,1.000000,84.66797,26.30859,1.000000,188.8000,0
42541.03137050,6.404910,1.000000,1.000000,84.61914,26.25977,1.000000,188.8000,0
42541.03148642,6.250680,1.000000,1.000000,84.52148,26.35742,1.000000,188.8000,0
42541.03160234,6.201210,1.000000,1.000000,84.52148,26.30859,1.000000,188.8000,0
42541.03171825,6.673600,1.000000,1.000000,84.61914,26.35742,1.000000,188.8000,0
42541.03183417,7.531080,1.000000,1.000000,84.61914,26.25977,1.000000,188.8000,0
42541.03195009,7.056750,1.000000,1.000000,84.57031,26.30859,1.000000,188.8000,0
42541.03206600,6.785150,1.000000,1.000000,84.66797,26.30859,1.000000,188.8000,0
42541.03218192,7.182850,1.000000,1.000000,84.76563,26.35742,1.000000,188.8000,0
42541.03229784,7.847300,1.000000,1.000000,84.71680,26.30859,1.000000,188.8000,0
42541.03241375,6.998550,1.000000,1.000000,84.76563,26.30859,1.000000,188.8000,0
42541.03252967,8.303200,1.000000,1.000000,84.66797,26.16211,1.000000,188.8000,0
42541.03264559,9.845500,1.000000,1.000000,84.66797,26.21094,1.000000,188.8000,0
42541.03276150,9.147100,1.000000,1.000000,84.76563,26.35742,1.000000,188.8000,0
42541.03287742,9.641800,1.000000,1.000000,84.66797,26.25977,1.000000,188.8000,0
42541.03299334,9.641800,1.000000,1.000000,84.66797,26.25977,1.000000,188.8000,0
42541.03310925,8.429300,1.000000,1.000000,84.71680,26.30859,1.000000,103.5000,0.2900000
42541.03322517,8.536000,1.000000,1.000000,84.71680,26.21094,1.000000,103.5000,0
42541.03334109,9.224700,1.000000,1.000000,84.66797,26.35742,1.000000,96.80000,0
42541.03345700,9.118000,1.000000,1.000000,84.81445,26.25977,1.000000,96.80000,0
42541.03357292,9.137400,1.000000,1.000000,84.81445,26.21094,1.000000,96.80000,0
42541.03368884,9.806700,1.000000,1.000000,84.57031,26.25977,1.000000,96.80000,0
42541.03380475,10.07830,1.000000,1.000000,84.66797,26.21094,1.000000,96.80000,0
