TheTime,HNET_CCH_O3_conc_ppbv_conv,HNET_CCH_HMP60_Flag,HNET_CCH_O3_Flag,HNET_CCH_HMP60_RH_pct,HNET_CCH_HMP60_Temp_C,HNET_CCH_RMY_Flag,HNET_CCH_RMY_WD_Deg,HNET_CCH_RMY_WS_ms
42540.01447539,20.87440,1.000000,1.000000,92.23633,24.74609,1.000000,23.20000,1.450000
42540.01459131,20.96170,1.000000,1.000000,92.38281,24.64844,1.000000,17.10000,1.120000
42540.01470722,20.60280,1.000000,1.000000,92.38281,24.74609,1.000000,20.30000,1.250000
42540.01482314,20.96170,1.000000,1.000000,92.23633,24.79492,1.000000,9.500000,1.190000
42540.01493906,21.52430,1.000000,1.000000,92.33398,24.74609,1.000000,22.90000,1.490000
42540.01505497,20.84530,1.000000,1.000000,92.28516,24.79492,1.000000,13.00000,1.480000
42540.01517089,20.56400,1.000000,1.000000,92.38281,24.69727,1.000000,13.90000,1.500000
42540.01528681,20.75800,1.000000,1.000000,92.38281,24.64844,1.000000,2.300000,1.790000
42540.01540290,20.38940,1.000000,1.000000,92.33398,24.64844,1.000000,27.10000,1.650000
42540.01551882,20.38940,1.000000,1.000000,92.48047,24.84375,1.000000,61.60000,1.070000
42540.01563474,20.56400,1.000000,1.000000,92.38281,24.74609,1.000000,46.80000,0.8200000
42540.01575065,20.14690,1.000000,1.000000,92.38281,24.64844,1.000000,44.00000,0.7900000
42540.01586657,20.67070,1.000000,1.000000,92.33398,24.69727,1.000000,49.60000,0.5800000
42540.01598249,20.17600,1.000000,1.000000,92.43164,24.84375,1.000000,39.30000,0.8000000
42540.01609840,19.69100,1.000000,1.000000,92.48047,24.64844,1.000000,46.00000,0.3500000
42540.01621432,20.53490,1.000000,1.000000,92.28516,24.59961,1.000000,61.40000,1.000000
42540.01633024,20.37970,1.000000,1.000000,92.38281,24.59961,1.000000,60.90000,1.070000
42540.01644615,20.28270,1.000000,1.000000,92.38281,24.74609,1.000000,65.10000,0.8700000
42540.01656207,20.49610,1.000000,1.000000,92.33398,24.64844,1.000000,15.70000,0.4900000
42540.01667799,20.53490,1.000000,1.000000,92.33398,24.89258,1.000000,31.10000,0.4400000
42540.01679390,19.98200,1.000000,1.000000,92.38281,24.79492,1.000000,62.80000,1.120000
42540.01690982,20.24390,1.000000,1.000000,92.28516,24.69727,1.000000,49.10000,0.6600000
42540.01702574,20.16630,1.000000,1.000000,92.52930,24.89258,1.000000,53.90000,0.8600000
42540.01714165,20.46700,1.000000,1.000000,92.38281,24.74609,1.000000,65.50000,0.6500000
42540.01725757,21.09750,1.000000,1.000000,92.33398,24.69727,1.000000,61.70000,0.9600000
42540.01737349,20.87440,1.000000,1.000000,92.33398,24.84375,1.000000,71.40000,0.7000000
42540.01748940,20.65130,1.000000,1.000000,92.33398,24.64844,1.000000,50.50000,0.5400000
42540.01760532,20.65130,1.000000,1.000000,92.33398,24.64844,1.000000,57.10000,0.4800000
42540.01772124,20.25360,1.000000,1.000000,92.43164,24.59961,1.000000,73.80000,0.5100000
42540.01783715,20.02080,1.000000,1.000000,92.43164,24.74609,1.000000,48.70000,0.3300000
42540.01795307,20.17600,1.000000,1.000000,92.43164,24.64844,1.000000,55.50000,0.5600000
42540.01806899,20.36030,1.000000,1.000000,92.38281,24.69727,1.000000,61.80000,0.6600000
42540.01818490,20.60280,1.000000,1.000000,92.48047,24.55078,1.000000,77.90000,0.8800000
42540.01830082,20.37970,1.000000,1.000000,92.57813,24.99023,1.000000,100.4000,1.150000
42540.01841674,20.28270,1.000000,1.000000,92.48047,24.64844,1.000000,97.30000,0.7200000
42540.01853265,20.27300,1.000000,1.000000,92.48047,24.69727,1.000000,72.60000,0.9600000
42540.01864857,20.05960,1.000000,1.000000,92.52930,24.55078,1.000000,91.00000,0.8200000
42540.01876449,20.30210,1.000000,1.000000,92.72461,24.59961,1.000000,96.70000,1.090000
42540.01888040,19.23510,1.000000,1.000000,92.72461,24.55078,1.000000,72.90000,0.6700000
42540.01899632,19.90440,1.000000,1.000000,92.67578,24.74609,1.000000,93.00000,0.4000000
42540.01911224,19.96260,1.000000,1.000000,92.72461,24.69727,1.000000,115.4000,0.4100000
42540.01922815,19.99170,1.000000,1.000000,92.67578,24.79492,1.000000,74.40000,0.2700000
42540.01934407,19.49700,1.000000,1.000000,92.62695,24.74609,1.000000,86.00000,0.3600000
42540.01945999,19.29330,1.000000,1.000000,92.57813,24.69727,1.000000,73.30000,0.3500000
42540.01957590,20.29240,1.000000,1.000000,92.67578,24.64844,1.000000,119.7000,0.4900000
42540.01969182,19.89470,1.000000,1.000000,92.52930,24.69727,1.000000,102.6000,0.9200000
42540.01980774,19.98200,1.000000,1.000000,92.57813,24.64844,1.000000,93.00000,0.9900000
42540.01992365,20.16630,1.000000,1.000000,92.48047,24.64844,1.000000,64.60000,0.8600000
42540.02003957,20.05960,1.000000,1.000000,92.48047,24.69727,1.000000,68.60000,0.6900000
42540.02015549,20.75800,1.000000,1.000000,92.57813,24.59961,1.000000,45.10000,0.5000000
42540.02027140,20.37000,1.000000,1.000000,92.43164,24.74609,1.000000,55.50000,0.7400000
42540.02038732,19.93350,1.000000,1.000000,92.48047,24.64844,1.000000,65.10000,0.6700000
42540.02050324,19.86560,1.000000,1.000000,92.52930,24.69727,1.000000,74.40000,0.6700000
42540.02061915,20.77740,1.000000,1.000000,92.43164,24.69727,1.000000,76.50000,0.7400000
42540.02073507,20.73860,1.000000,1.000000,92.43164,24.69727,1.000000,84.90000,0.8900000
42540.02085099,20.57370,1.000000,1.000000,92.33398,24.64844,1.000000,86.00000,0.8700000
42540.02096690,20.04990,1.000000,1.000000,92.33398,24.84375,1.000000,74.40000,0.9800000
42540.02108282,19.96260,1.000000,1.000000,92.48047,24.79492,1.000000,67.50000,1.140000
42540.02119874,20.60280,1.000000,1.000000,92.33398,24.59961,1.000000,73.30000,1.120000
42540.02131465,20.13720,1.000000,1.000000,92.38281,24.45313,1.000000,58.80000,0.9500000
42540.02143075,20.62220,1.000000,1.000000,92.57813,24.64844,1.000000,55.10000,1.100000
42540.02154667,21.69890,1.000000,1.000000,92.52930,24.59961,1.000000,57.20000,0.9500000
42540.02166258,21.99960,1.000000,1.000000,92.62695,24.55078,1.000000,65.10000,0.9500000
42540.02177850,21.04900,1.000000,1.000000,92.52930,24.69727,1.000000,48.20000,0.7600000
42540.02189442,20.72890,1.000000,1.000000,92.52930,24.64844,1.000000,52.60000,0.7800000
42540.02201051,21.41760,1.000000,1.000000,92.57813,24.59961,1.000000,44.00000,1.010000
42540.02212643,20.61250,1.000000,1.000000,92.62695,24.45313,1.000000,54.70000,1.070000
42540.02224235,20.80650,1.000000,1.000000,92.72461,24.50195,1.000000,64.80000,0.9800000
42540.02235826,20.87440,1.000000,1.000000,92.62695,24.59961,1.000000,61.70000,0.7200000
42540.02247418,19.80740,1.000000,1.000000,92.67578,24.64844,1.000000,46.90000,0.7000000
42540.02259010,19.97230,1.000000,1.000000,92.67578,24.64844,1.000000,25.00000,0.6100000
42540.02270601,20.67070,1.000000,1.000000,92.67578,24.64844,1.000000,10.20000,0.7100000
42540.02282193,20.10810,1.000000,1.000000,92.96875,24.84375,1.000000,28.80000,0.4000000
42540.02293785,20.27300,1.000000,1.000000,92.62695,24.59961,1.000000,345.2000,0.4000000
42540.02305376,19.77830,1.000000,1.000000,92.62695,24.64844,1.000000,328.8000,0.4200000
42540.02316968,19.73950,1.000000,1.000000,92.72461,24.55078,1.000000,51.40000,0.2800000
42540.02328560,20.01110,1.000000,1.000000,92.72461,24.59961,1.000000,65.10000,0.3100000
42540.02340124,19.61340,1.000000,1.000000,92.62695,24.64844,1.000000,79.50000,0
42540.02351716,19.13810,1.000000,1.000000,92.62695,24.64844,1.000000,15.70000,0.3000000
42540.02363308,19.50670,1.000000,1.000000,92.62695,24.64844,1.000000,21.40000,0.2800000
42540.02374899,18.89560,1.000000,1.000000,92.62695,24.69727,1.000000,13.00000,0
42540.02386491,19.08960,1.000000,1.000000,92.57813,24.64844,1.000000,13.00000,0
42540.02398083,19.56490,1.000000,1.000000,92.52930,24.55078,1.000000,33.10000,0.5100000
42540.02409674,18.87620,1.000000,1.000000,92.77344,24.64844,1.000000,70.50000,0.9300000
42540.02421266,19.65220,1.000000,1.000000,92.67578,24.69727,1.000000,79.20000,1.090000
42540.02432858,20.14690,1.000000,1.000000,92.52930,24.69727,1.000000,74.30000,0.8200000
42540.02444449,20.62220,1.000000,1.000000,92.38281,24.64844,1.000000,54.00000,0.6300000
42540.02456041,21.07810,1.000000,1.000000,92.43164,24.64844,1.000000,50.40000,0.7700000
42540.02467633,20.96170,1.000000,1.000000,92.48047,24.69727,1.000000,41.70000,0.6500000
42540.02479224,20.56400,1.000000,1.000000,92.48047,24.55078,1.000000,31.00000,0.4100000
42540.02490816,20.04990,1.000000,1.000000,92.52930,24.74609,1.000000,61.80000,0.4500000
42540.02502408,20.63190,1.000000,1.000000,92.62695,24.59961,1.000000,78.50000,0.7100000
42540.02513999,22.02870,1.000000,1.000000,92.38281,24.64844,1.000000,89.00000,0.7000000
42540.02525591,21.57280,1.000000,1.000000,92.43164,24.64844,1.000000,91.60000,0.7100000
42540.02537183,20.93260,1.000000,1.000000,92.38281,24.64844,1.000000,81.70000,0.7400000
42540.02548774,21.79590,1.000000,1.000000,92.33398,24.74609,1.000000,80.50000,0.7500000
42540.02560366,21.13630,1.000000,1.000000,92.48047,24.64844,1.000000,90.10000,0.9800000
42540.02571958,20.92290,1.000000,1.000000,92.43164,24.74609,1.000000,66.60000,1.130000
42540.02583549,20.69980,1.000000,1.000000,92.43164,25.03906,1.000000,82.70000,0.7900000
42540.02595141,21.04900,1.000000,1.000000,92.33398,24.59961,1.000000,91.60000,0.6000000
42540.02606733,21.75710,1.000000,1.000000,92.23633,24.50195,1.000000,75.00000,0.8300000
42540.02618324,21.58250,1.000000,1.000000,92.28516,24.59961,1.000000,85.50000,0.8700000
42540.02629916,20.94230,1.000000,1.000000,92.33398,24.55078,1.000000,77.90000,1.200000
42540.02641508,21.41760,1.000000,1.000000,92.23633,24.64844,1.000000,96.00000,0.9800000
42540.02653099,21.56310,1.000000,1.000000,92.28516,24.64844,1.000000,81.70000,1.100000
42540.02664691,22.63010,1.000000,1.000000,92.28516,24.59961,1.000000,74.30000,1.540000
42540.02676283,22.54280,1.000000,1.000000,92.13867,24.55078,1.000000,75.90000,1.530000
42540.02687874,22.52340,1.000000,1.000000,92.13867,24.59961,1.000000,60.00000,1.070000
42540.02699466,22.22270,1.000000,1.000000,92.23633,24.55078,1.000000,63.80000,1.310000
42540.02711058,21.91230,1.000000,1.000000,92.18750,24.50195,1.000000,68.60000,1.150000
42540.02722649,21.71830,1.000000,1.000000,92.13867,24.45313,1.000000,52.20000,0.9400000
42540.02734241,21.72800,1.000000,1.000000,92.28516,24.74609,1.000000,61.40000,1.010000
42540.02745833,21.30120,1.000000,1.000000,92.08984,24.45313,1.000000,45.00000,0.9200000
42540.02757424,21.17510,1.000000,1.000000,92.18750,24.40430,1.000000,58.00000,1.170000
42540.02769016,21.29150,1.000000,1.000000,92.18750,24.45313,1.000000,26.90000,0.4900000
42540.02780608,21.01990,1.000000,1.000000,92.23633,24.50195,1.000000,341.7000,0.4100000
42540.02792199,20.12750,1.000000,1.000000,92.33398,24.55078,1.000000,359.3000,0.7700000
42540.02803791,19.53580,1.000000,1.000000,92.52930,24.40430,1.000000,335.8000,0.5800000
42540.02815383,19.48730,1.000000,1.000000,92.72461,24.50195,1.000000,353.3000,0.8400000
42540.02826974,18.92470,1.000000,1.000000,92.62695,24.50195,1.000000,334.5000,0.7900000
42540.02838566,18.53670,1.000000,1.000000,92.77344,24.45313,1.000000,333.6000,0.4800000
42540.02850158,18.60460,1.000000,1.000000,92.62695,24.45313,1.000000,325.3000,0.6800000
42540.02861749,18.50760,1.000000,1.000000,92.67578,24.55078,1.000000,345.1000,0.7200000
42540.02873341,18.29420,1.000000,1.000000,92.72461,24.64844,1.000000,326.6000,0.7800000
42540.02884933,19.30300,1.000000,1.000000,92.77344,24.59961,1.000000,321.9000,0.9300000
42540.02896524,19.37090,1.000000,1.000000,92.67578,24.59961,1.000000,322.1000,0.7600000
42540.02908116,18.09050,1.000000,1.000000,92.72461,24.59961,1.000000,324.4000,0.9400000
42540.02919708,18.43000,1.000000,1.000000,92.67578,24.59961,1.000000,334.6000,0.9900000
42540.02931299,18.93440,1.000000,1.000000,92.57813,24.64844,1.000000,358.0000,1.480000
42540.02942891,18.78890,1.000000,1.000000,92.67578,24.64844,1.000000,307.6000,0.7700000
42540.02954501,19.05080,1.000000,1.000000,92.62695,24.59961,1.000000,296.3000,0.9300000
42540.02966092,19.31270,1.000000,1.000000,92.62695,24.64844,1.000000,300.4000,0.5500000
42540.02977684,19.72980,1.000000,1.000000,92.57813,24.64844,1.000000,303.4000,0.9200000
42540.02989276,19.30300,1.000000,1.000000,92.48047,24.64844,1.000000,308.0000,0.8100000
42540.03000867,18.92470,1.000000,1.000000,92.52930,24.64844,1.000000,310.5000,1.250000
42540.03012459,19.01200,1.000000,1.000000,92.52930,24.64844,1.000000,297.6000,0.6600000
42540.03024051,18.58520,1.000000,1.000000,92.62695,24.69727,1.000000,318.6000,1.100000
42540.03035642,19.45820,1.000000,1.000000,92.67578,24.64844,1.000000,316.4000,0.9500000
42540.03047234,18.78890,1.000000,1.000000,92.62695,24.55078,1.000000,328.8000,0.7700000
42540.03058826,18.80830,1.000000,1.000000,92.82227,24.84375,1.000000,356.7000,1.200000
42540.03070417,19.65220,1.000000,1.000000,92.48047,24.55078,1.000000,0,352.6000
42540.03082009,19.83650,1.000000,1.000000,92.43164,24.74609,1.000000,330.9000,0.8800000
42540.03093601,19.02170,1.000000,1.000000,92.43164,24.64844,1.000000,359.3000,1.020000
42540.03105192,19.21570,1.000000,1.000000,92.62695,24.64844,1.000000,17.50000,0.8900000
42540.03116784,19.07990,1.000000,1.000000,92.57813,24.50195,1.000000,38.70000,0.7100000
42540.03128376,19.43880,1.000000,1.000000,92.62695,24.59961,1.000000,1.100000,1.100000
42540.03139967,19.10900,1.000000,1.000000,92.52930,24.55078,1.000000,31.10000,0.7800000
42540.03151559,18.92470,1.000000,1.000000,92.38281,24.64844,1.000000,7.500000,1.250000
42540.03163151,19.35150,1.000000,1.000000,92.43164,24.50195,1.000000,341.6000,1.050000
42540.03174742,18.79860,1.000000,1.000000,92.57813,24.59961,1.000000,354.5000,0.7300000
42540.03186334,18.43970,1.000000,1.000000,92.57813,24.55078,1.000000,21.40000,1.130000
42540.03197926,19.55520,1.000000,1.000000,92.62695,24.59961,1.000000,18.50000,0.9200000
42540.03209517,20.60280,1.000000,1.000000,92.62695,24.55078,1.000000,35.20000,1.620000
42540.03221109,19.23510,1.000000,1.000000,92.52930,24.45313,1.000000,16.60000,1.280000
42540.03232701,19.59400,1.000000,1.000000,92.43164,24.35547,1.000000,25.00000,1.250000
42540.03244292,20.48640,1.000000,1.000000,92.43164,24.40430,1.000000,33.60000,1.300000
42540.03255884,19.97230,1.000000,1.000000,92.57813,24.50195,1.000000,20.50000,1.680000
42540.03267476,19.88500,1.000000,1.000000,92.57813,24.45313,1.000000,13.00000,1.830000
42540.03279067,19.59400,1.000000,1.000000,92.57813,24.50195,1.000000,36.10000,1.450000
42540.03290659,19.96260,1.000000,1.000000,92.57813,24.45313,1.000000,31.00000,1.770000
42540.03302251,19.40000,1.000000,1.000000,92.62695,24.50195,1.000000,11.50000,0.8100000
42540.03313842,19.61340,1.000000,1.000000,92.62695,24.45313,1.000000,28.80000,1.650000
42540.03325434,19.91410,1.000000,1.000000,92.57813,24.40430,1.000000,35.90000,1.580000
42540.03337026,19.24480,1.000000,1.000000,92.57813,24.59961,1.000000,26.80000,1.260000
42540.03348617,20.33120,1.000000,1.000000,92.57813,24.50195,1.000000,34.00000,1.220000
